transaction_id,transaction_date,transaction_type,customer_id,customer_name,grain_type,operation,number_of_bags,bag_weight_kg,total_weight_kg,quality_grade,moisture_content
5568,2023-11-06,Warehouse Movement,1895,Customer_1895,Wheat,IN,145,50,7250,C,15.79
5569,2023-03-07,Warehouse Movement,196,Customer_196,Wheat,OUT,68,50,3400,B,11.52
5570,2024-09-24,Warehouse Movement,997,Customer_997,Wheat,OUT,179,25,4475,B,10.0
5571,2023-11-22,Warehouse Movement,739,Customer_739,Wheat,IN,185,25,4625,C,11.87
5572,2023-04-12,Warehouse Movement,1635,Customer_1635,Sorghum,OUT,75,50,3750,A,16.17
5573,2024-11-09,Warehouse Movement,952,Customer_952,Barley,IN,152,50,7600,C,12.86
5574,2023-04-21,Warehouse Movement,1688,Customer_1688,Millet,OUT,182,25,4550,C,16.35
5575,2023-01-07,Warehouse Movement,497,Customer_497,Sorghum,IN,120,50,6000,B,15.18
5576,2023-07-26,Warehouse Movement,1889,Customer_1889,Sorghum,IN,187,25,4675,C,15.55
5577,2023-09-13,Warehouse Movement,294,Customer_294,Wheat,OUT,73,25,1825,A,12.25
5578,2024-10-24,Warehouse Movement,1560,Customer_1560,Millet,IN,99,25,2475,C,12.63
5579,2024-11-23,Warehouse Movement,1737,Customer_1737,Sorghum,IN,25,25,625,C,10.97
5580,2023-12-23,Warehouse Movement,1220,Customer_1220,Wheat,IN,143,50,7150,A,15.05
5581,2024-01-26,Warehouse Movement,199,Customer_199,Millet,IN,33,25,825,C,10.21
5582,2024-05-24,Warehouse Movement,1206,Customer_1206,Millet,IN,59,25,1475,C,14.87
5583,2023-02-13,Warehouse Movement,1682,Customer_1682,Wheat,OUT,51,50,2550,A,12.57
5584,2024-07-15,Warehouse Movement,170,Customer_170,Barley,OUT,123,25,3075,B,12.49
5585,2024-05-31,Warehouse Movement,1088,Customer_1088,Millet,OUT,149,50,7450,A,15.94
5586,2024-06-20,Warehouse Movement,1500,Customer_1500,Barley,IN,191,25,4775,B,13.1
5587,2024-03-19,Warehouse Movement,1183,Customer_1183,Sorghum,IN,145,50,7250,A,13.14
5588,2024-03-05,Warehouse Movement,989,Customer_989,Wheat,IN,27,25,675,A,11.62
5589,2023-01-27,Warehouse Movement,710,Customer_710,Maize,OUT,127,25,3175,B,11.66
5590,2023-07-27,Warehouse Movement,1942,Customer_1942,Wheat,OUT,51,50,2550,B,10.33
5591,2024-03-17,Warehouse Movement,1819,Customer_1819,Rice,IN,56,25,1400,C,15.23
5592,2024-02-06,Warehouse Movement,405,Customer_405,Maize,IN,145,50,7250,C,14.24
5593,2023-01-08,Warehouse Movement,1030,Customer_1030,Sorghum,OUT,160,50,8000,C,14.42
5594,2023-08-04,Warehouse Movement,679,Customer_679,Barley,OUT,156,50,7800,A,13.61
5595,2024-10-01,Warehouse Movement,1224,Customer_1224,Maize,IN,170,25,4250,B,14.89
5596,2024-10-17,Warehouse Movement,702,Customer_702,Maize,OUT,85,50,4250,B,14.15
5597,2024-03-24,Warehouse Movement,757,Customer_757,Millet,IN,111,50,5550,C,13.26
5598,2023-04-06,Warehouse Movement,1082,Customer_1082,Barley,OUT,56,25,1400,C,12.07
5599,2024-11-25,Warehouse Movement,1050,Customer_1050,Millet,OUT,127,50,6350,C,15.53
5600,2024-03-20,Warehouse Movement,1797,Customer_1797,Wheat,IN,170,25,4250,A,14.61
5601,2024-06-09,Warehouse Movement,1703,Customer_1703,Sorghum,IN,161,50,8050,B,11.16
5602,2024-01-04,Warehouse Movement,1040,Customer_1040,Wheat,IN,61,25,1525,C,15.91
5603,2024-04-16,Warehouse Movement,585,Customer_585,Maize,OUT,110,25,2750,C,11.87
5604,2024-09-20,Warehouse Movement,649,Customer_649,Millet,OUT,41,25,1025,C,14.92
5605,2023-10-24,Warehouse Movement,1404,Customer_1404,Barley,OUT,108,50,5400,B,12.35
5606,2023-04-04,Warehouse Movement,172,Customer_172,Sorghum,IN,93,25,2325,A,15.57
5607,2024-05-05,Warehouse Movement,1581,Customer_1581,Maize,IN,167,25,4175,B,15.71
5608,2023-02-20,Warehouse Movement,767,Customer_767,Sorghum,IN,137,25,3425,A,10.05
5609,2024-07-15,Warehouse Movement,597,Customer_597,Wheat,OUT,51,25,1275,A,11.41
5610,2024-08-23,Warehouse Movement,188,Customer_188,Rice,OUT,130,25,3250,C,14.89
5611,2023-03-26,Warehouse Movement,523,Customer_523,Barley,IN,93,50,4650,A,10.99
5612,2024-03-23,Warehouse Movement,132,Customer_132,Wheat,IN,133,25,3325,A,16.28
5613,2023-08-04,Warehouse Movement,266,Customer_266,Maize,OUT,178,50,8900,A,10.83
5614,2024-03-23,Warehouse Movement,315,Customer_315,Sorghum,IN,79,25,1975,B,11.25
5615,2023-10-15,Warehouse Movement,1380,Customer_1380,Rice,OUT,119,25,2975,A,13.52
5616,2024-04-01,Warehouse Movement,99,Customer_99,Rice,OUT,118,25,2950,A,10.34
5617,2024-01-20,Warehouse Movement,1804,Customer_1804,Millet,IN,51,50,2550,B,15.56
5618,2024-11-30,Warehouse Movement,587,Customer_587,Sorghum,IN,128,25,3200,A,12.65
5619,2024-04-06,Warehouse Movement,625,Customer_625,Maize,IN,152,25,3800,B,11.29
5620,2023-06-02,Warehouse Movement,1922,Customer_1922,Maize,OUT,187,25,4675,A,15.62
5621,2024-09-03,Warehouse Movement,493,Customer_493,Millet,OUT,141,50,7050,A,10.26
5622,2023-07-03,Warehouse Movement,86,Customer_86,Millet,IN,36,50,1800,A,14.15
5623,2023-01-11,Warehouse Movement,1960,Customer_1960,Sorghum,OUT,174,50,8700,B,11.11
5624,2023-01-07,Warehouse Movement,1437,Customer_1437,Rice,IN,33,25,825,A,11.71
5625,2024-10-12,Warehouse Movement,1154,Customer_1154,Barley,OUT,86,50,4300,A,13.2
5626,2023-01-03,Warehouse Movement,1214,Customer_1214,Barley,IN,27,50,1350,A,15.53
5627,2023-05-26,Warehouse Movement,139,Customer_139,Maize,OUT,70,25,1750,C,13.66
5628,2023-05-01,Warehouse Movement,1329,Customer_1329,Maize,IN,122,25,3050,A,11.36
5629,2024-01-22,Warehouse Movement,173,Customer_173,Sorghum,OUT,11,50,550,C,10.52
5630,2024-09-01,Warehouse Movement,1080,Customer_1080,Sorghum,IN,28,50,1400,A,12.26
5631,2023-11-27,Warehouse Movement,688,Customer_688,Millet,OUT,28,25,700,A,10.31
5632,2024-06-23,Warehouse Movement,1827,Customer_1827,Sorghum,IN,100,50,5000,A,16.03
5633,2024-08-13,Warehouse Movement,528,Customer_528,Maize,IN,65,50,3250,C,14.22
5634,2023-10-21,Warehouse Movement,156,Customer_156,Wheat,IN,196,25,4900,B,10.64
5635,2024-07-02,Warehouse Movement,287,Customer_287,Wheat,IN,42,25,1050,C,16.1
5636,2024-11-25,Warehouse Movement,1914,Customer_1914,Millet,IN,107,25,2675,A,10.92
5637,2024-08-06,Warehouse Movement,711,Customer_711,Sorghum,IN,160,50,8000,B,13.44
5638,2024-09-26,Warehouse Movement,768,Customer_768,Barley,IN,28,50,1400,B,12.83
5639,2023-11-04,Warehouse Movement,97,Customer_97,Rice,OUT,190,25,4750,A,10.48
5640,2024-11-26,Warehouse Movement,1645,Customer_1645,Barley,IN,171,25,4275,A,12.69
5641,2023-09-27,Warehouse Movement,152,Customer_152,Wheat,IN,64,25,1600,B,15.67
5642,2024-01-14,Warehouse Movement,585,Customer_585,Maize,OUT,48,25,1200,C,16.15
5643,2024-10-13,Warehouse Movement,220,Customer_220,Wheat,OUT,54,50,2700,B,15.65
5644,2024-06-29,Warehouse Movement,790,Customer_790,Sorghum,IN,16,50,800,A,10.33
5645,2024-10-19,Warehouse Movement,1386,Customer_1386,Maize,OUT,68,25,1700,B,11.77
5646,2023-04-12,Warehouse Movement,1429,Customer_1429,Wheat,IN,125,25,3125,C,14.6
5647,2023-09-22,Warehouse Movement,847,Customer_847,Sorghum,IN,132,25,3300,A,13.2
5648,2023-02-26,Warehouse Movement,1426,Customer_1426,Maize,IN,178,50,8900,B,13.55
5649,2023-04-01,Warehouse Movement,598,Customer_598,Rice,IN,87,25,2175,A,15.97
5650,2023-02-24,Warehouse Movement,1877,Customer_1877,Barley,OUT,112,50,5600,B,11.13
5651,2024-09-16,Warehouse Movement,756,Customer_756,Rice,IN,35,50,1750,C,15.49
5652,2023-11-03,Warehouse Movement,494,Customer_494,Maize,IN,194,25,4850,C,10.75
5653,2024-03-12,Warehouse Movement,682,Customer_682,Wheat,OUT,108,50,5400,C,10.34
5654,2023-04-06,Warehouse Movement,315,Customer_315,Sorghum,IN,63,50,3150,A,11.28
5655,2023-06-28,Warehouse Movement,1627,Customer_1627,Sorghum,OUT,32,50,1600,C,11.62
5656,2023-08-30,Warehouse Movement,436,Customer_436,Millet,OUT,34,50,1700,B,15.52
5657,2023-11-15,Warehouse Movement,755,Customer_755,Wheat,IN,105,25,2625,B,16.07
5658,2023-03-28,Warehouse Movement,1743,Customer_1743,Millet,IN,174,50,8700,C,11.75
5659,2024-07-01,Warehouse Movement,1449,Customer_1449,Maize,OUT,66,50,3300,C,15.2
5660,2023-08-17,Warehouse Movement,574,Customer_574,Rice,IN,165,50,8250,A,11.55
5661,2023-04-13,Warehouse Movement,690,Customer_690,Wheat,IN,99,50,4950,A,11.94
5662,2023-07-31,Warehouse Movement,301,Customer_301,Wheat,IN,161,50,8050,A,12.05
5663,2023-10-16,Warehouse Movement,924,Customer_924,Wheat,OUT,15,25,375,C,16.04
5664,2023-10-24,Warehouse Movement,1937,Customer_1937,Wheat,OUT,197,25,4925,A,13.96
5665,2023-11-13,Warehouse Movement,988,Customer_988,Sorghum,IN,32,25,800,B,11.56
5666,2023-05-24,Warehouse Movement,1239,Customer_1239,Millet,OUT,97,50,4850,C,13.76
5667,2024-11-14,Warehouse Movement,435,Customer_435,Sorghum,IN,108,50,5400,A,12.64
5668,2023-06-24,Warehouse Movement,1809,Customer_1809,Maize,IN,53,25,1325,C,12.23
5669,2024-03-05,Warehouse Movement,1498,Customer_1498,Millet,IN,78,25,1950,B,15.81
5670,2023-05-02,Warehouse Movement,1530,Customer_1530,Maize,IN,140,50,7000,C,16.27
5671,2024-05-25,Warehouse Movement,1342,Customer_1342,Maize,IN,183,50,9150,A,16.28
5672,2023-12-08,Warehouse Movement,15,Customer_15,Wheat,OUT,115,50,5750,A,11.2
5673,2024-11-13,Warehouse Movement,943,Customer_943,Millet,IN,127,50,6350,B,14.91
5674,2024-08-06,Warehouse Movement,1296,Customer_1296,Wheat,IN,97,25,2425,B,16.4
5675,2024-05-30,Warehouse Movement,564,Customer_564,Barley,OUT,40,50,2000,C,10.96
5676,2024-05-13,Warehouse Movement,1672,Customer_1672,Barley,OUT,148,25,3700,B,11.02
5677,2024-12-01,Warehouse Movement,744,Customer_744,Sorghum,OUT,135,50,6750,C,13.49
5678,2024-06-23,Warehouse Movement,557,Customer_557,Millet,OUT,25,25,625,A,11.04
5679,2024-10-10,Warehouse Movement,1065,Customer_1065,Millet,OUT,58,25,1450,A,10.79
5680,2023-01-13,Warehouse Movement,1200,Customer_1200,Wheat,OUT,46,25,1150,B,10.12
5681,2023-08-06,Warehouse Movement,1318,Customer_1318,Millet,IN,94,50,4700,C,10.77
5682,2024-04-01,Warehouse Movement,25,Customer_25,Maize,OUT,154,50,7700,C,15.26
5683,2023-10-06,Warehouse Movement,602,Customer_602,Millet,IN,104,50,5200,B,10.3
5684,2023-12-22,Warehouse Movement,1193,Customer_1193,Maize,IN,174,50,8700,A,15.93
5685,2024-01-23,Warehouse Movement,75,Customer_75,Barley,IN,35,25,875,A,11.05
5686,2024-04-18,Warehouse Movement,869,Customer_869,Rice,OUT,122,50,6100,B,16.14
5687,2023-12-02,Warehouse Movement,982,Customer_982,Millet,IN,137,25,3425,B,10.08
5688,2024-04-19,Warehouse Movement,1432,Customer_1432,Rice,IN,29,50,1450,C,12.35
5689,2024-04-04,Warehouse Movement,624,Customer_624,Barley,IN,20,25,500,C,11.24
5690,2024-10-10,Warehouse Movement,416,Customer_416,Rice,IN,141,25,3525,C,14.73
5691,2024-11-02,Warehouse Movement,762,Customer_762,Rice,IN,65,25,1625,A,14.38
5692,2023-01-09,Warehouse Movement,461,Customer_461,Millet,IN,161,25,4025,C,13.04
5693,2024-07-16,Warehouse Movement,513,Customer_513,Barley,OUT,11,25,275,B,14.79
5694,2023-07-25,Warehouse Movement,1116,Customer_1116,Millet,OUT,174,25,4350,B,12.59
5695,2024-09-09,Warehouse Movement,504,Customer_504,Barley,OUT,134,25,3350,A,14.69
5696,2023-01-30,Warehouse Movement,1914,Customer_1914,Millet,IN,34,50,1700,B,11.92
5697,2024-10-05,Warehouse Movement,21,Customer_21,Sorghum,OUT,168,25,4200,C,15.22
5698,2024-04-19,Warehouse Movement,1535,Customer_1535,Rice,IN,162,50,8100,C,14.51
5699,2023-09-14,Warehouse Movement,574,Customer_574,Maize,IN,55,50,2750,B,10.98
5700,2023-04-15,Warehouse Movement,1527,Customer_1527,Sorghum,OUT,43,25,1075,C,13.82
5701,2023-04-16,Warehouse Movement,377,Customer_377,Millet,OUT,96,50,4800,B,12.02
5702,2023-10-23,Warehouse Movement,1022,Customer_1022,Maize,OUT,57,50,2850,B,15.9
5703,2024-07-13,Warehouse Movement,1484,Customer_1484,Wheat,IN,70,25,1750,C,12.1
5704,2024-07-09,Warehouse Movement,961,Customer_961,Maize,IN,140,50,7000,B,16.25
5705,2023-06-24,Warehouse Movement,246,Customer_246,Rice,IN,87,50,4350,A,11.83
5706,2024-05-29,Warehouse Movement,1334,Customer_1334,Wheat,IN,119,25,2975,A,10.14
5707,2023-10-30,Warehouse Movement,1382,Customer_1382,Sorghum,IN,143,25,3575,B,15.06
5708,2023-08-07,Warehouse Movement,619,Customer_619,Rice,OUT,177,25,4425,C,12.07
5709,2023-05-18,Warehouse Movement,458,Customer_458,Sorghum,OUT,83,50,4150,C,14.51
5710,2024-07-10,Warehouse Movement,1779,Customer_1779,Barley,OUT,101,50,5050,C,13.45
5711,2023-05-26,Warehouse Movement,1381,Customer_1381,Barley,OUT,172,50,8600,A,14.21
5712,2024-03-30,Warehouse Movement,1203,Customer_1203,Rice,OUT,36,50,1800,A,16.32
5713,2024-02-05,Warehouse Movement,649,Customer_649,Maize,OUT,31,25,775,C,13.96
5714,2024-01-19,Warehouse Movement,1113,Customer_1113,Wheat,IN,25,50,1250,C,16.23
5715,2023-05-31,Warehouse Movement,444,Customer_444,Millet,IN,55,25,1375,B,16.21
5716,2024-01-03,Warehouse Movement,409,Customer_409,Rice,IN,105,25,2625,B,16.02
5717,2023-08-29,Warehouse Movement,1004,Customer_1004,Millet,OUT,137,50,6850,C,15.11
5718,2024-07-24,Warehouse Movement,1445,Customer_1445,Sorghum,OUT,176,25,4400,B,14.66
5719,2023-05-14,Warehouse Movement,308,Customer_308,Wheat,OUT,168,25,4200,A,12.15
5720,2023-08-10,Warehouse Movement,142,Customer_142,Rice,IN,126,25,3150,C,12.87
5721,2023-08-23,Warehouse Movement,706,Customer_706,Sorghum,OUT,101,50,5050,C,16.29
5722,2023-07-22,Warehouse Movement,1964,Customer_1964,Rice,IN,16,50,800,A,10.07
5723,2024-11-18,Warehouse Movement,1034,Customer_1034,Millet,IN,51,50,2550,C,15.71
5724,2023-08-28,Warehouse Movement,459,Customer_459,Rice,IN,197,25,4925,C,10.02
5725,2024-09-30,Warehouse Movement,485,Customer_485,Barley,IN,170,50,8500,C,15.72
5726,2024-10-18,Warehouse Movement,1023,Customer_1023,Barley,IN,137,25,3425,B,15.98
5727,2023-08-23,Warehouse Movement,1058,Customer_1058,Millet,IN,30,25,750,A,14.37
5728,2023-11-25,Warehouse Movement,836,Customer_836,Millet,IN,191,25,4775,B,10.45
5729,2024-10-29,Warehouse Movement,595,Customer_595,Millet,OUT,114,50,5700,B,10.96
5730,2024-01-20,Warehouse Movement,1160,Customer_1160,Millet,IN,134,25,3350,A,12.57
5731,2024-05-03,Warehouse Movement,301,Customer_301,Maize,IN,83,50,4150,B,13.93
5732,2023-10-18,Warehouse Movement,364,Customer_364,Sorghum,IN,176,25,4400,B,10.05
5733,2024-07-19,Warehouse Movement,92,Customer_92,Sorghum,OUT,123,50,6150,A,10.4
5734,2024-09-29,Warehouse Movement,1723,Customer_1723,Wheat,OUT,200,25,5000,B,15.49
5735,2023-03-27,Warehouse Movement,1551,Customer_1551,Barley,OUT,55,50,2750,B,15.44
5736,2023-11-26,Warehouse Movement,731,Customer_731,Millet,IN,124,25,3100,A,15.82
5737,2024-03-26,Warehouse Movement,1446,Customer_1446,Sorghum,OUT,51,50,2550,C,13.71
5738,2024-02-26,Warehouse Movement,1790,Customer_1790,Sorghum,OUT,47,25,1175,A,11.08
5739,2023-06-19,Warehouse Movement,269,Customer_269,Millet,OUT,97,25,2425,B,14.3
5740,2024-05-08,Warehouse Movement,1759,Customer_1759,Millet,OUT,19,25,475,B,13.85
5741,2024-10-26,Warehouse Movement,284,Customer_284,Rice,IN,63,50,3150,A,16.31
5742,2024-04-25,Warehouse Movement,1491,Customer_1491,Millet,IN,60,50,3000,C,11.54
5743,2024-05-11,Warehouse Movement,1228,Customer_1228,Millet,IN,42,50,2100,A,15.18
5744,2024-06-30,Warehouse Movement,303,Customer_303,Millet,OUT,177,25,4425,A,14.55
5745,2024-04-25,Warehouse Movement,1456,Customer_1456,Wheat,OUT,152,50,7600,C,12.9
5746,2024-01-21,Warehouse Movement,350,Customer_350,Barley,IN,109,25,2725,A,14.99
5747,2023-08-15,Warehouse Movement,812,Customer_812,Millet,IN,53,50,2650,B,14.66
5748,2023-09-19,Warehouse Movement,1786,Customer_1786,Maize,IN,197,50,9850,B,14.36
5749,2023-06-21,Warehouse Movement,1858,Customer_1858,Sorghum,IN,155,25,3875,A,16.15
5750,2024-09-06,Warehouse Movement,326,Customer_326,Millet,OUT,144,25,3600,C,15.46
5751,2024-09-16,Warehouse Movement,611,Customer_611,Rice,IN,126,50,6300,B,10.52
5752,2023-04-21,Warehouse Movement,1154,Customer_1154,Wheat,IN,56,25,1400,C,13.24
5753,2024-02-14,Warehouse Movement,252,Customer_252,Maize,OUT,129,25,3225,B,11.4
5754,2024-07-04,Warehouse Movement,717,Customer_717,Maize,OUT,79,25,1975,A,14.8
5755,2024-04-06,Warehouse Movement,1926,Customer_1926,Rice,OUT,42,25,1050,B,13.99
5756,2023-11-19,Warehouse Movement,965,Customer_965,Rice,OUT,157,50,7850,A,16.33
5757,2023-11-03,Warehouse Movement,686,Customer_686,Maize,OUT,148,25,3700,A,11.12
5758,2024-09-16,Warehouse Movement,1402,Customer_1402,Rice,OUT,34,50,1700,A,15.9
5759,2024-08-05,Warehouse Movement,1996,Customer_1996,Barley,OUT,31,50,1550,B,13.02
5760,2023-08-14,Warehouse Movement,498,Customer_498,Rice,OUT,88,25,2200,C,12.73
5761,2023-02-05,Warehouse Movement,655,Customer_655,Wheat,IN,192,50,9600,A,16.17
5762,2024-01-14,Warehouse Movement,1434,Customer_1434,Millet,OUT,17,50,850,A,12.54
5763,2023-03-21,Warehouse Movement,525,Customer_525,Barley,OUT,135,25,3375,A,10.7
5764,2023-01-28,Warehouse Movement,391,Customer_391,Barley,OUT,44,50,2200,B,13.8
5765,2023-10-09,Warehouse Movement,471,Customer_471,Wheat,OUT,127,25,3175,C,14.48
5766,2024-01-15,Warehouse Movement,1296,Customer_1296,Millet,IN,129,25,3225,A,12.86
5767,2024-10-25,Warehouse Movement,1451,Customer_1451,Maize,OUT,197,50,9850,B,11.25
5768,2023-12-09,Warehouse Movement,429,Customer_429,Barley,OUT,165,25,4125,A,13.43
5769,2024-03-07,Warehouse Movement,1651,Customer_1651,Maize,OUT,161,50,8050,B,10.4
5770,2023-02-09,Warehouse Movement,930,Customer_930,Sorghum,IN,30,50,1500,C,10.07
5771,2023-12-24,Warehouse Movement,1953,Customer_1953,Millet,OUT,58,25,1450,A,15.93
5772,2023-06-19,Warehouse Movement,1383,Customer_1383,Maize,IN,105,25,2625,A,10.35
5773,2024-03-02,Warehouse Movement,1879,Customer_1879,Millet,OUT,12,50,600,A,11.87
5774,2024-05-19,Warehouse Movement,1293,Customer_1293,Wheat,OUT,73,50,3650,A,15.36
5775,2023-08-31,Warehouse Movement,612,Customer_612,Rice,OUT,179,50,8950,B,16.22
5776,2024-09-08,Warehouse Movement,1537,Customer_1537,Wheat,OUT,153,50,7650,C,13.27
5777,2024-06-29,Warehouse Movement,1215,Customer_1215,Wheat,IN,88,25,2200,A,13.73
5778,2023-10-16,Warehouse Movement,1336,Customer_1336,Rice,OUT,173,50,8650,C,11.8
5779,2024-01-27,Warehouse Movement,888,Customer_888,Sorghum,IN,154,25,3850,B,13.67
5780,2023-02-26,Warehouse Movement,777,Customer_777,Millet,IN,45,50,2250,C,10.51
5781,2024-11-22,Warehouse Movement,736,Customer_736,Wheat,OUT,109,50,5450,A,11.08
5782,2024-03-26,Warehouse Movement,682,Customer_682,Sorghum,OUT,147,50,7350,B,11.0
5783,2024-09-26,Warehouse Movement,715,Customer_715,Rice,OUT,132,50,6600,C,14.89
5784,2023-05-04,Warehouse Movement,877,Customer_877,Barley,IN,151,50,7550,A,12.75
5785,2023-01-02,Warehouse Movement,1772,Customer_1772,Millet,OUT,178,50,8900,A,16.01
5786,2024-07-19,Warehouse Movement,1308,Customer_1308,Sorghum,OUT,181,25,4525,B,10.17
5787,2024-02-25,Warehouse Movement,1070,Customer_1070,Barley,IN,118,50,5900,B,10.17
5788,2024-06-21,Warehouse Movement,1913,Customer_1913,Barley,OUT,139,25,3475,C,12.93
5789,2023-01-07,Warehouse Movement,1035,Customer_1035,Millet,IN,163,25,4075,C,13.55
5790,2024-08-13,Warehouse Movement,1632,Customer_1632,Millet,OUT,169,50,8450,A,15.78
5791,2024-10-31,Warehouse Movement,1194,Customer_1194,Maize,OUT,97,25,2425,A,14.04
5792,2023-04-08,Warehouse Movement,1834,Customer_1834,Sorghum,OUT,177,50,8850,C,15.9
5793,2023-11-30,Warehouse Movement,548,Customer_548,Wheat,IN,145,50,7250,C,11.65
5794,2023-01-10,Warehouse Movement,689,Customer_689,Rice,IN,153,25,3825,C,11.88
5795,2023-01-30,Warehouse Movement,1844,Customer_1844,Millet,IN,177,25,4425,B,13.31
5796,2023-11-10,Warehouse Movement,1866,Customer_1866,Sorghum,OUT,117,25,2925,B,12.39
5797,2023-03-27,Warehouse Movement,1997,Customer_1997,Rice,OUT,111,50,5550,C,15.2
5798,2023-12-24,Warehouse Movement,1186,Customer_1186,Rice,OUT,84,50,4200,C,14.12
5799,2024-04-30,Warehouse Movement,128,Customer_128,Rice,OUT,66,50,3300,A,16.0
5800,2023-06-29,Warehouse Movement,1492,Customer_1492,Barley,OUT,96,50,4800,C,11.94
5801,2024-07-10,Warehouse Movement,1747,Customer_1747,Millet,OUT,64,25,1600,A,11.05
5802,2024-05-13,Warehouse Movement,1355,Customer_1355,Maize,OUT,160,50,8000,A,11.53
5803,2024-11-10,Warehouse Movement,1960,Customer_1960,Sorghum,IN,124,50,6200,B,12.73
5804,2024-10-10,Warehouse Movement,1725,Customer_1725,Sorghum,OUT,46,50,2300,B,12.71
5805,2023-06-08,Warehouse Movement,1596,Customer_1596,Rice,OUT,37,50,1850,C,15.04
5806,2024-04-02,Warehouse Movement,1929,Customer_1929,Millet,OUT,191,25,4775,C,12.82
5807,2024-09-30,Warehouse Movement,198,Customer_198,Barley,OUT,199,50,9950,B,14.21
5808,2023-09-07,Warehouse Movement,824,Customer_824,Sorghum,OUT,189,25,4725,C,13.96
5809,2023-02-24,Warehouse Movement,1781,Customer_1781,Rice,IN,45,50,2250,A,12.84
5810,2023-10-17,Warehouse Movement,642,Customer_642,Millet,IN,111,50,5550,C,11.28
5811,2024-04-13,Warehouse Movement,1942,Customer_1942,Maize,IN,77,50,3850,C,11.67
5812,2024-04-28,Warehouse Movement,857,Customer_857,Barley,IN,72,50,3600,C,14.32
5813,2024-07-20,Warehouse Movement,1796,Customer_1796,Maize,IN,124,25,3100,B,14.93
5814,2023-04-05,Warehouse Movement,1611,Customer_1611,Rice,IN,110,25,2750,C,12.06
5815,2023-10-25,Warehouse Movement,840,Customer_840,Maize,OUT,62,50,3100,C,14.76
5816,2024-08-04,Warehouse Movement,1900,Customer_1900,Barley,OUT,95,50,4750,A,14.35
5817,2024-11-27,Warehouse Movement,797,Customer_797,Millet,OUT,129,25,3225,C,15.02
5818,2024-06-29,Warehouse Movement,1977,Customer_1977,Barley,OUT,55,25,1375,B,10.08
5819,2024-04-26,Warehouse Movement,1187,Customer_1187,Wheat,OUT,165,50,8250,B,10.97
5820,2024-08-31,Warehouse Movement,1398,Customer_1398,Barley,IN,19,50,950,A,12.62
5821,2023-09-15,Warehouse Movement,1841,Customer_1841,Sorghum,OUT,179,50,8950,B,15.99
5822,2024-11-12,Warehouse Movement,895,Customer_895,Barley,IN,161,50,8050,B,15.83
5823,2024-01-28,Warehouse Movement,1236,Customer_1236,Millet,IN,127,50,6350,C,16.43
5824,2024-03-28,Warehouse Movement,22,Customer_22,Rice,IN,124,50,6200,C,10.82
5825,2024-11-14,Warehouse Movement,934,Customer_934,Rice,IN,18,25,450,B,12.65
5826,2024-09-17,Warehouse Movement,1047,Customer_1047,Wheat,OUT,78,25,1950,C,13.69
5827,2023-01-16,Warehouse Movement,249,Customer_249,Sorghum,IN,67,50,3350,C,16.38
5828,2024-02-26,Warehouse Movement,1984,Customer_1984,Barley,OUT,174,25,4350,B,14.87
5829,2023-01-30,Warehouse Movement,223,Customer_223,Rice,OUT,151,50,7550,C,13.34
5830,2024-01-13,Warehouse Movement,1159,Customer_1159,Maize,OUT,22,50,1100,B,11.81
5831,2024-11-04,Warehouse Movement,395,Customer_395,Rice,IN,178,25,4450,C,15.66
5832,2024-10-17,Warehouse Movement,1538,Customer_1538,Maize,IN,48,50,2400,B,14.43
5833,2023-02-09,Warehouse Movement,1915,Customer_1915,Rice,OUT,41,25,1025,B,16.31
5834,2024-07-19,Warehouse Movement,913,Customer_913,Rice,OUT,34,50,1700,A,14.1
5835,2024-05-18,Warehouse Movement,1624,Customer_1624,Barley,OUT,72,25,1800,B,12.05
5836,2023-01-25,Warehouse Movement,199,Customer_199,Barley,OUT,168,25,4200,A,10.46
5837,2023-07-15,Warehouse Movement,1939,Customer_1939,Millet,IN,178,50,8900,A,15.66
5838,2023-04-13,Warehouse Movement,70,Customer_70,Sorghum,IN,188,25,4700,C,14.09
5839,2023-12-26,Warehouse Movement,610,Customer_610,Millet,IN,89,25,2225,B,13.25
5840,2024-11-22,Warehouse Movement,1270,Customer_1270,Barley,OUT,25,50,1250,C,11.46
5841,2023-12-28,Warehouse Movement,542,Customer_542,Maize,IN,54,50,2700,A,11.09
5842,2023-06-18,Warehouse Movement,1236,Customer_1236,Maize,OUT,195,50,9750,B,15.7
5843,2024-04-25,Warehouse Movement,225,Customer_225,Rice,IN,20,25,500,A,14.99
5844,2024-05-07,Warehouse Movement,1766,Customer_1766,Barley,OUT,59,50,2950,A,15.75
5845,2024-01-12,Warehouse Movement,1903,Customer_1903,Maize,OUT,105,25,2625,A,10.28
5846,2023-11-12,Warehouse Movement,537,Customer_537,Sorghum,IN,143,50,7150,B,11.54
5847,2024-11-12,Warehouse Movement,6,Customer_6,Wheat,IN,168,50,8400,B,13.33
5848,2024-07-08,Warehouse Movement,1524,Customer_1524,Rice,IN,40,50,2000,B,11.11
5849,2023-10-13,Warehouse Movement,302,Customer_302,Wheat,OUT,192,25,4800,A,13.23
5850,2023-05-26,Warehouse Movement,1393,Customer_1393,Barley,IN,76,50,3800,B,13.01
5851,2023-11-20,Warehouse Movement,1173,Customer_1173,Wheat,OUT,50,25,1250,C,12.25
